iter	MAPE	RMSE
1006	33.33218054	295059.7124
1007	33.32635053	295000.2687
1008	33.32664273	294976.1055
1009	33.32086104	294932.0478
1010	33.31695324	294907.8509
1011	33.3143737	294883.7054
1012	33.3035698	294829.3891
1013	33.30275274	294805.3718
1014	33.30205531	294781.3813
1015	33.29617229	294757.3538
1016	33.29857501	294733.3149
1017	33.29848111	294709.2914
1018	33.29447427	294650.4169
1019	33.28885573	294591.5928
1020	33.29076544	294556.6249
1021	33.2961444	294532.7714
1022	33.29174455	294508.9613
1023	33.28300449	294485.1491
1024	33.29412517	294461.4038
1025	33.29288124	294437.7412
1026	33.2887444	294379.0455
1027	33.28552046	294320.5335
1028	33.28435953	294296.9323
1029	33.28361107	294273.3491
1030	33.28106839	294249.7514
1031	33.281016	294226.109
1032	33.27405464	294183.5971
1033	33.26508504	294125.2396
1034	33.26226013	294101.6273
1035	33.25938912	294078.2564
1036	33.2560566	294054.8608
1037	33.25216985	294031.5528
1038	33.2525732	293996.7911
1039	33.24936707	293973.4857
1040	33.24915233	293938.7708
1041	33.24055237	293892.4034
1042	33.2389068	293869.1624
1043	33.23315978	293811.2011
1044	33.22849949	293753.4208
1045	33.22693466	293730.2783
1046	33.2277654	293707.2316
1047	33.22795752	293684.2255
1048	33.22351832	293661.1975
1049	33.22363138	293638.2102
1050	33.22416621	293615.2987
1051	33.2235568	293592.417
1052	33.22232402	293569.5004
1053	33.22359202	293534.9229
1054	33.22937356	293485.1188
1055	33.22696621	293462.2554
1056	33.2210646	293439.2575
1057	33.21834714	293416.5077
1058	33.22077759	293393.7975
1059	33.22301066	293371.12
1060	33.220809	293348.443
1061	33.21776438	293325.7757
1062	33.21324229	293303.131
1063	33.22480128	293280.4673
1064	33.21462602	293223.3952
1065	33.216629	293188.8856
1066	33.21668689	293166.4025
1067	33.21865887	293131.9618
1068	33.21829144	293109.5044
1069	33.21230342	293052.7092
1070	33.20698987	293011.029
1071	33.20790178	292988.6416
1072	33.204588	292966.2608
1073	33.2048293	292931.9013
1074	33.20228515	292909.5813
1075	33.20032292	292887.2146
1076	33.19773596	292864.9393
1077	33.19152771	292808.3496
1078	33.18526731	292751.6554
1079	33.17884389	292729.4737
1080	33.17853542	292707.359
1081	33.17954464	292685.0634
1082	33.17931408	292663.0062
1083	33.1791216	292628.8232
1084	33.17643578	292606.7336
1085	33.17347655	292584.6878
1086	33.16540429	292533.007
1087	33.16420462	292507.0432
1088	33.16258899	292485.0829
1089	33.16431499	292462.9661
1090	33.16574779	292428.8412
1091	33.16195126	292406.9108
1092	33.16006278	292385.0869
1093	33.16070008	292363.2993
1094	33.16062838	292341.4716
1095	33.16181283	292319.7414
1096	33.15830981	292263.8926
1097	33.15059336	292208.1366
1098	33.13976224	292152.4107
1099	33.13758467	292118.3857
1100	33.14387342	292077.6328
1101	33.14561984	292043.7455
1102	33.15140419	292022.1125
1103	33.15907306	291966.5139
1104	33.15548819	291944.9504
1105	33.15400199	291923.4215
1106	33.15926532	291867.9784
1107	33.16563139	291846.4756
1108	33.16732366	291812.6092
1109	33.16461157	291791.1977
1110	33.15322129	291735.9544
1111	33.15752449	291702.2643
1112	33.16215715	291647.2364
1113	33.16771265	291613.6579
1114	33.16989867	291592.2952
1115	33.16561014	291537.4207
1116	33.16415862	291503.9481
1117	33.15872695	291466.8437
1118	33.1577746	291433.3634
1119	33.15969532	291412.0371
1120	33.15619733	291390.7629
1121	33.15262351	291336.1433
1122	33.1474995	291281.3739
1123	33.14044195	291226.9493
1124	33.14066406	291193.6874
1125	33.13151957	291150.7374
1126	33.12926166	291129.6307
1127	33.12685283	291108.5686
1128	33.1202345	291054.3498
1129	33.12698815	291033.2185
1130	33.12831926	291000.0057
1131	33.12867457	290979.0527
1132	33.12989945	290958.1201
1133	33.13077266	290937.2127
1134	33.13333048	290916.3026
1135	33.13322684	290862.3536
1136	33.13413305	290841.526
1137	33.13497533	290820.6446
1138	33.13463688	290787.5975
1139	33.12808735	290733.7551
1140	33.12500503	290700.7743
1141	33.11538127	290646.8683
1142	33.10828426	290593.1267
1143	33.1128602	290539.5498
1144	33.11746266	290506.5884
1145	33.1203821	290473.8131
1146	33.12197349	290441.0908
1147	33.1224581	290420.3843
1148	33.11932215	290399.7233
1149	33.1221191	290379.0815
1150	33.12269652	290346.1271
1151	33.13139008	290325.5465
1152	33.13165483	290292.9355
1153	33.12620512	290272.3456
1154	33.11615076	290219.1828
1155	33.1115707	290198.4692
1156	33.1024796	290145.3593
1157	33.11006479	290124.9
1158	33.10976935	290092.4134
1159	33.10407263	290039.5089
1160	33.10595698	290019.1123
1161	33.10659873	289998.7612
1162	33.10549812	289978.3834
1163	33.10138286	289925.5955
1164	33.11099348	289905.3234
1165	33.1075073	289885.0454
1166	33.11572078	289864.8342
1167	33.11906074	289844.584
1168	33.11868104	289812.1235
1169	33.12651791	289791.9676
1170	33.12155437	289771.8223
1171	33.12416583	289751.6156
1172	33.11429872	289699.0547
1173	33.11526184	289679.0177
1174	33.11719959	289646.7152
1175	33.11640892	289626.6899
1176	33.11657954	289606.7123
1177	33.10353135	289554.4387
1178	33.10279088	289534.4863
1179	33.10984546	289502.2611
1180	33.11035328	289470.0911
1181	33.10475037	289450.1372
1182	33.10238266	289398.1415
1183	33.10508016	289378.2783
1184	33.1053099	289358.3278
1185	33.10549825	289338.5331
1186	33.10387594	289302.8216
1187	33.10675976	289283.0282
1188	33.10130479	289248.1607
1189	33.10228056	289216.1026
1190	33.09942332	289184.0688
1191	33.09996253	289164.3896
1192	33.1020869	289144.4836
1193	33.10015605	289124.8046
1194	33.10124454	289105.2084
1195	33.09757246	289073.1092
1196	33.10177952	289021.4556
1197	33.10023931	289001.7951
1198	33.09931	288969.8773
1199	33.10485555	288950.268
1200	33.09746772	288898.7532
1201	33.0978383	288847.3852
1202	33.09492842	288827.8651
1203	33.09007123	288808.3264
1204	33.09063794	288788.9403
1205	33.08529139	288769.5437
1206	33.08170243	288750.1936
1207	33.08768132	288730.8742
1208	33.07588311	288679.7832
1209	33.08333105	288648.0127
1210	33.08184133	288628.7341
1211	33.078246	288609.4597
1212	33.07810513	288577.7517
1213	33.07946654	288558.5093
1214	33.08928685	288539.2042
1215	33.08916215	288519.9991
1216	33.09236886	288500.8158
1217	33.09040177	288469.103
1218	33.08956427	288449.9633
1219	33.09346279	288430.758
1220	33.09143404	288411.6985
1221	33.08897839	288392.6532
1222	33.0916073	288373.6574
1223	33.09006325	288354.6698
1224	33.08813512	288335.6471
1225	33.08952888	288316.6751
1226	33.09434339	288297.7748
1227	33.09068596	288278.6278
1228	33.08878013	288259.7659
1229	33.09243632	288227.9871
1230	33.09398095	288196.3562
1231	33.0902842	288177.5309
1232	33.09434905	288158.7407
1233	33.09874536	288127.111
1234	33.09830419	288108.3038
1235	33.09586679	288089.5529
1236	33.08870991	288070.6272
1237	33.08994955	288051.9624
1238	33.0840189	288020.3928
1239	33.08610287	287988.6523
1240	33.08610321	287970.0067
1241	33.0916028	287938.3923
1242	33.09162751	287919.7452
1243	33.09035078	287901.0889
1244	33.08922957	287850.9201
1245	33.09120975	287832.3477
1246	33.09203223	287813.8354
1247	33.10230997	287795.2473
1248	33.1031705	287776.7892
1249	33.10001438	287745.3673
1250	33.10554519	287713.6988
1251	33.10606348	287695.258
1252	33.10636497	287676.8414
1253	33.1023918	287627.1635
1254	33.10452956	287608.782
1255	33.10272933	287590.4041
1256	33.09932102	287572.0384
1257	33.10098478	287553.7495
1258	33.09736874	287535.3479
1259	33.10059443	287517.0441
1260	33.09853081	287481.3103
1261	33.09625826	287463.0491
1262	33.09209966	287417.2261
1263	33.08880901	287378.608
1264	33.08572433	287360.3687
1265	33.08771293	287342.2438
1266	33.08977646	287324.0393
1267	33.09510084	287292.8613
1268	33.09188478	287243.7014
1269	33.10300004	287212.48
1270	33.10073882	287194.4426
1271	33.09841766	287176.4338
1272	33.08694542	287127.3635
1273	33.08400607	287096.2345
1274	33.07750719	287057.6026
1275	33.07039426	287008.7216
1276	33.06887805	286990.7975
1277	33.06345372	286941.7867
1278	33.06158518	286910.9191
1279	33.05750371	286879.9173
1280	33.05220942	286831.2334
1281	33.05666422	286813.3521
1282	33.05596348	286795.5609
1283	33.05908193	286777.7524
1284	33.05723662	286759.9377
1285	33.05731388	286729.2115
1286	33.0672074	286698.3144
1287	33.06949634	286680.5506
1288	33.06395907	286631.9044
1289	33.06396279	286614.2367
1290	33.06402083	286596.5896
1291	33.06989837	286565.9477
1292	33.06912245	286548.2921
1293	33.07039011	286517.7136
1294	33.06124821	286469.4896
1295	33.06076256	286451.7232
1296	33.06800625	286434.0925
1297	33.06155113	286416.5073
1298	33.05657451	286385.9066
1299	33.05490406	286355.4303
1300	33.04387724	286307.2524
1301	33.04108923	286289.6643
1302	33.04801935	286259.2382
1303	33.06425487	286241.5716
1304	33.05900143	286193.7529
1305	33.05861289	286176.2412
1306	33.05939166	286158.8549
1307	33.05736943	286111.1733
1308	33.05612102	286093.7872
1309	33.05403066	286076.3947
1310	33.05403373	286059.1002
1311	33.04971512	286027.7327
1312	33.04437831	286010.4697
1313	33.0505032	285980.2212
1314	33.04493753	285950.0077
1315	33.04399095	285932.7146
1316	33.040832	285915.4092
1317	33.04115915	285898.2315
1318	33.03989268	285881.0432
1319	33.03812407	285863.8911
1320	33.03880431	285846.7989
1321	33.04088086	285799.3344
1322	33.02907836	285752.0321
1323	33.02686939	285721.9065
1324	33.0246462	285691.8041
1325	33.01257181	285648.1331
1326	33.01097939	285618.1573
1327	33.00723865	285571.2245
1328	32.99798379	285524.3067
1329	32.99444768	285483.2312
1330	32.99371863	285453.4411
1331	32.98842876	285436.4229
1332	32.98715072	285419.4546
1333	32.98669212	285402.5459
1334	32.97808112	285355.7747
1335	32.97822558	285338.8721
1336	32.97755308	285322.004
1337	32.97935353	285305.0358
1338	32.97567539	285261.8439
1339	32.97796608	285232.1496
1340	32.97406414	285215.3549
1341	32.96574597	285168.8759
1342	32.9649349	285132.9986
1343	32.96070058	285086.6935
1344	32.96051948	285057.1352
1345	32.95317517	285010.9181
1346	32.95554906	284994.2596
1347	32.95748524	284964.7215
1348	32.95988287	284935.2847
1349	32.95999856	284918.6081
1350	32.9587032	284889.2166
1351	32.95626593	284861.7306
1352	32.95345675	284832.3254
1353	32.95144799	284815.6988
1354	32.95489556	284799.0687
1355	32.95212126	284753.1813
1356	32.95393553	284736.4231
1357	32.95114359	284719.8992
1358	32.95098147	284690.6432
1359	32.9600688	284674.102
1360	32.9678199	284657.6092
1361	32.96293864	284611.9413
1362	32.96395564	284595.4754
1363	32.96199058	284566.2869
1364	32.96123977	284537.0862
1365	32.96175075	284507.9341
1366	32.96705118	284478.8416
1367	32.96932702	284462.4449
1368	32.96949949	284433.427
1369	32.95878922	284387.9686
1370	32.9547385	284371.6055
1371	32.96245543	284342.6553
1372	32.96431495	284326.3184
1373	32.96255817	284309.9973
1374	32.95768611	284264.741
1375	32.956325	284235.8123
1376	32.95810063	284219.5436
1377	32.95738118	284203.3153
1378	32.95580506	284187.0619
1379	32.95829699	284170.8616
1380	32.94803605	284125.7142
1381	32.94575682	284096.9163
1382	32.94683235	284068.1012
1383	32.94672241	284051.9615
1384	32.94450655	284035.8228
1385	32.94299023	284019.704
1386	32.94269197	284003.6241
1387	32.94312221	283987.5648
1388	32.94644741	283971.2696
1389	32.95029156	283955.2438
1390	32.94155429	283910.389
1391	32.92971196	283865.5408
1392	32.92817536	283849.5849
1393	32.93410507	283820.9278
1394	32.93407108	283805.0151
1395	32.93361151	283776.3483
1396	32.93758122	283760.3567
1397	32.93900199	283731.7597
1398	32.93997447	283715.885
1399	32.94106026	283699.8823
1400	32.94135427	283684.0551
1401	32.94081475	283668.2397
1402	32.94015603	283652.456
1403	32.94607037	283636.6644
1404	32.95142473	283620.8244
1405	32.94053565	283576.2298
1406	32.94282213	283560.5336
1407	32.94133503	283532.0337
1408	32.93743181	283503.5107
1409	32.93976669	283487.797
1410	32.94201814	283472.0736
1411	32.94400338	283456.4387
1412	32.94968504	283440.7124
1413	32.94859023	283412.2321
1414	32.95589468	283380.6993
1415	32.95506251	283352.3296
1416	32.96662448	283313.635
1417	32.96468156	283298.0028
1418	32.96518904	283282.3992
1419	32.96248255	283266.7889
1420	32.97193253	283251.2937
1421	32.96899778	283207.3912
1422	32.97926415	283179.1025
1423	32.97673115	283163.6448
1424	32.98053279	283148.2105
1425	32.98293328	283119.9243
1426	32.98118613	283091.7122
1427	32.97996665	283063.5486
1428	32.97493046	283035.0616
1429	32.97298104	283019.5912
1430	32.97036217	283004.195
1431	32.97354348	282988.7802
1432	32.97295285	282945.3111
1433	32.97395486	282917.2279
1434	32.97356757	282889.2069
1435	32.97463752	282873.9064
1436	32.9741933	282858.5978
1437	32.97419214	282843.2746
1438	32.97818578	282828.0172
1439	32.98472657	282812.7769
1440	32.98026542	282769.5652
1441	32.9800671	282741.6098
1442	32.98182444	282726.3838
1443	32.98076735	282698.458
1444	32.97771269	282683.2147
1445	32.97679849	282655.3406
1446	32.97433361	282627.4434
1447	32.98267157	282612.2636
1448	32.98415833	282584.4537
1449	32.9816962	282544.0792
1450	32.98412021	282528.7957
1451	32.98467889	282501.0587
1452	32.98130077	282473.3283
1453	32.9795668	282458.213
1454	32.97394056	282415.2933
1455	32.97992993	282387.6668
1456	32.98012876	282360.1028
1457	32.97773874	282330.1993
1458	32.97513842	282287.6032
1459	32.97578139	282272.5905
1460	32.97547698	282245.1195
1461	32.98195869	282230.1143
1462	32.98205752	282215.1457
1463	32.98137164	282187.687
1464	32.9815322	282172.7406
1465	32.97900561	282130.0773
1466	32.97299902	282097.2448
1467	32.97477429	282082.3512
1468	32.97149403	282052.8647
1469	32.97183143	282038.022
1470	32.97222568	282023.2037
1471	32.97028172	282008.3858
1472	32.9762519	281980.8057
1473	32.96821864	281965.9582
1474	32.96659742	281951.1678
1475	32.96577225	281923.8762
1476	32.9644493	281909.1018
1477	32.96131958	281867.1252
1478	32.96219882	281839.9036
1479	32.97054473	281825.1918
1480	32.97171428	281797.9994
1481	32.97002171	281770.7891
1482	32.96906054	281743.6772
1483	32.96925914	281716.5245
1484	32.96651453	281674.6917
1485	32.96968827	281637.8577
1486	32.96565571	281596.1665
1487	32.9672484	281581.524
1488	32.96956527	281566.9138
1489	32.96428559	281525.2254
1490	32.9630061	281498.2554
1491	32.96587748	281483.6429
1492	32.96568788	281469.0899
1493	32.96451812	281454.5069
1494	32.96234267	281439.9448
1495	32.95769537	281413.0575
1496	32.9562996	281386.2321
1497	32.95664865	281359.4579
1498	32.95411589	281344.9247
1499	32.95024776	281330.4287
